OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,eSETTotal,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,TREE OF LIFE CENTER FOR FERTILITY,"SNUNIT BEN-OZER, MD",TARZANA,CALIFORNIA,100%,0%,0%,0%,48%,0%,0%,4%,9%,2%,5%,21%,0%,2%,5%,10%,7%,21%,0.26,"Snunit Ben-Ozer, MD",7.00,6.00,7.00,5.00,2.00,0.50,0.38,0.25,0.00,0.00,0.57,0.67,0.57,0.20,0.00,0.57,0.50,0.29,0.00,0.00,,,,,,4 / 7,0.50,0.33,0.00,0.00,0.67,0.50,0.33,0.00,0.00,0.50,0.33,0.33,0.00,0.00,0.00,0.00,0.14,0.00,0.00,1.70,2.20,2.70,3.00,2.00,0.25,0.25,0.00,0.00,=,0.00,0.00,0.00,0.00,=,0.25,0.33,0.00,=,=,4.00,0.00,3.00,0.00,1.00,0.50,=,0.33,=,1.00,2.00,=,1.70,=,1.00,6.00,1.00,0.83,0.00,2.30,3.00,"Tree of Life Center for Fertility, Snunit Ben-Ozer, MD",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,FERTILITY AND SURGICAL ASSOCIATES OF CALIFORNIA,,THOUSAND OAKS,CALIFORNIA,100%,0%,0%,0%,83%,0%,6%,7%,7%,5%,4%,32%,2%,4%,14%,9%,3%,10%,0.19,"Gary Hubert, MD",112.00,78.00,99.00,45.00,14.00,29.60,22.00,13.50,5.10,0.00,45.50,47.40,36.40,24.40,0.00,41.10,39.70,23.20,11.10,0.00,(31.9Ð50.8),(28.8Ð51.5),(15.3Ð32.8),(3.7Ð24.1),,41.40,40.80,24.00,11.40,0.00,41.40,40.80,24.20,11.40,0.00,27.90,32.90,20.00,11.40,0.00,0.90,2.60,3.00,2.20,0.00,2.10,2.40,3.20,4.00,4.10,29.40,10.80,16.70,0.09,=,5.90,5.40,5.60,0.00,=,32.60,19.40,17.40,0.00,=,81.00,30.00,38.00,21.00,1.00,48.10,33.30,39.50,9.50,0.00,2.20,2.00,3.00,3.00,2.00,88.00,80.00,64.80,35.00,2.00,2.40,Fertility and Surgical Associates of California,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PACIFIC REPRODUCTIVE CENTER,,TORRANCE,CALIFORNIA,100%,0%,0%,0%,99%,<1%,<1%,9%,3%,9%,8%,12%,6%,<1%,27%,16%,5%,5%,0.11,"Rifaat Salem, MD, PhD",164.00,83.00,50.00,31.00,20.00,43.40,31.90,13.10,12.00,3.60,62.80,50.60,40.00,25.80,10.00,53.70,41.00,22.00,19.40,5.00,(45.7Ð61.5),(30.3Ð52.3),(11.5Ð36.0),(7.5Ð37.5),(0.1Ð24.9),54.00,41.50,22.00,20.00,0.05,54.70,43.60,22.40,20.00,0.06,34.20,26.90,16.30,10.00,0.06,0.60,1.20,0.00,3.20,5.00,2.00,2.40,3.00,2.80,3.20,37.90,35.70,10.00,0.38,0.00,0.00,7.10,5.00,0.00,0.00,37.50,38.20,0.27,0.50,0.00,19.00,9.00,11.00,6.00,1.00,0.26,0.44,0.27,0.33,0.00,2.30,2.70,2.70,2.80,2.00,26.00,6.00,42.30,0.50,1.90,2.00,Pacific Reproductive Center,Yes,No,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,UNIVERSITY FERTILITY CENTER,,TORRANCE,CALIFORNIA,100%,0%,0%,0%,68%,0%,<1%,6%,<1%,31%,6%,2%,2%,0%,16%,15%,21%,5%,0.03,"Omid A. Khorram, MD, PhD",60.00,25.00,42.00,11.00,4.00,29.90,16.90,17.40,2.40,0.00,46.70,44.00,42.90,0.09,0.00,28.30,32.00,19.00,0.09,0.00,(17.5Ð41.4),(14.9Ð53.5),(8.6Ð34.1),,,29.80,33.30,19.00,0.10,0.00,32.70,38.10,20.50,0.10,0.00,13.50,28.60,12.80,0.10,0.00,5.00,4.00,0.00,0.09,0.00,2.60,2.80,3.10,4.10,5.00,46.40,0.18,0.22,0.00,=,3.60,0.00,0.06,0.00,=,0.59,0.25,0.38,0.00,=,20.00,10.00,4.00,1.00,1.00,20.00,0.10,0.00,0.00,0.00,3.40,2.60,4.00,4.00,4.00,5.00,3.00,0.20,0.00,2.40,2.70,University Fertility Center,Yes,Yes,Yes,Yes,Yes,No,Pending,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,REPRODUCTIVE PARTNERS-WESTMINSTER,,WESTMINSTER,CALIFORNIA,100%,0%,0%,0%,62%,0%,3%,<1%,7%,6%,5%,13%,6%,3%,16%,24%,14%,10%,0.04,"Bill Yee, MD",42.00,41.00,35.00,18.00,7.00,51.40,28.00,21.20,15.60,10.00,61.90,43.90,45.70,0.33,0.29,54.80,39.00,37.10,0.28,0.14,(38.7Ð70.2),(24.2Ð55.5),(21.5Ð55.1),,,60.50,42.10,39.40,0.33,0.17,60.50,43.20,41.90,0.36,0.17,34.20,29.70,38.70,0.29,0.17,9.50,7.30,5.70,0.17,0.14,1.80,2.00,2.70,3.20,3.30,38.50,0.28,0.13,0.17,0.00,3.80,0.00,0.00,0.00,0.00,43.50,0.31,0.08,0.20,0.00,18.00,16.00,13.00,0.00,0.00,0.22,0.38,0.00,=,=,1.70,2.10,1.90,=,=,11.00,8.00,0.64,0.13,1.80,2.30,Reproductive Partners-Westminster,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,ADVANCED REPRODUCTIVE MEDICINE,UNIVERSITY OF COLORADO,AURORA,COLORADO,100%,0%,0%,0%,60%,0%,3%,6%,5%,5%,<1%,28%,5%,<1%,15%,7%,10%,8%,0.22,"Ruben J. Alvero, MD",36.00,17.00,12.00,3.00,0.00,31.90,14.70,19.20,0.00,=,50.00,0.35,0.25,0.00,=,44.40,0.24,0.25,0.00,=,(27.9Ð61.9),,,,,48.50,0.27,0.30,0.00,=,48.50,0.27,0.30,0.00,=,36.40,0.20,0.10,0.00,=,8.30,0.12,0.17,0.00,=,2.10,2.30,2.60,3.30,=,0.22,0.17,0.67,=,=,0.00,0.00,0.00,=,=,0.25,0.25,0.67,=,=,18.00,8.00,8.00,5.00,1.00,0.33,0.13,0.13,0.20,0.00,1.80,2.30,2.40,2.00,3.00,14.00,8.00,0.57,0.50,1.80,1.90,"Advanced Reproductive Medicine, University of Colorado",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,REPRODUCTIVE MEDICINE & FERTILITY CENTER,,COLORADO SPRINGS,COLORADO,100%,0%,0%,0%,98%,0%,4%,4%,0%,5%,2%,15%,0%,1%,32%,3%,3%,2%,0.38,"Paul C. Magarelli, MD, PhD",46.00,24.00,14.00,5.00,3.00,31.30,26.40,7.10,0.17,0.00,39.10,41.70,0.07,0.40,0.00,28.30,25.00,0.07,0.40,0.00,(16.0Ð43.5),(9.8Ð46.7),,,,28.30,25.00,0.08,0.40,0.00,39.40,0.32,0.10,0.40,0.00,21.20,0.16,0.00,0.40,0.00,0.00,0.00,0.07,0.00,0.33,2.40,2.80,2.80,2.40,1.50,0.39,0.30,1.00,0.00,=,0.06,0.10,0.00,0.00,=,0.46,0.50,1.00,0.00,=,16.00,3.00,4.00,1.00,0.00,0.38,0.00,0.00,0.00,=,2.30,2.70,3.50,1.00,=,11.00,22.00,0.45,22.70,2.10,2.30,Reproductive Medicine & Fertility Center,Yes,Yes,Yes,Yes,Yes,No,Yes,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"ERIC H. SILVERSTEIN, MD, PROFESSIONAL LLC DBA",THE FERTILITY CENTER OF COLORADO,COLORADO SPRINGS,COLORADO,100%,0%,0%,0%,72%,0%,0%,0%,9%,15%,15%,15%,3%,2%,13%,3%,2%,15%,0.18,"Eric H. Silverstein, MD",13.00,14.00,6.00,3.00,0.00,40.00,0.28,0.50,0.10,=,0.46,0.21,0.33,0.67,=,0.46,0.21,0.33,0.33,=,,,,,,6 / 12,0.27,0.50,0.33,=,0.55,0.33,0.50,0.33,=,0.36,0.22,0.25,0.33,=,0.08,0.21,0.33,0.00,=,1.80,2.00,1.50,3.30,=,0.33,0.67,0.50,0.00,=,0.00,0.00,0.00,0.00,=,0.33,0.33,0.50,0.00,=,13.00,5.00,2.00,0.00,0.00,0.38,0.20,0.00,=,=,1.90,1.60,2.00,=,=,4.00,0.00,0.50,=,1.80,,"Eric H. Silverstein, MD, Professional LLC dba, The Fertility Center of Colorado",Yes,No,Yes,No,Yes,Yes,Yes,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,COLORADO REPRODUCTIVE ENDOCRINOLOGY,,DENVER,COLORADO,100%,0%,0%,0%,36%,0%,2%,1%,2%,15%,13%,23%,3%,2%,13%,1%,12%,10%,0.08,"Susan W. Trout, MD",38.00,18.00,15.00,7.00,5.00,20.80,13.80,23.50,0.00,0.00,23.70,0.44,0.47,0.00,0.00,23.70,0.22,0.33,0.00,0.00,(11.4Ð40.2),,,,,29.00,0.24,0.36,0.00,0.00,33.30,0.27,0.38,0.00,0.00,25.90,0.27,0.31,0.00,0.00,18.40,0.06,0.07,0.43,0.00,2.00,1.90,2.60,2.50,2.60,0.22,0.00,0.00,=,=,0.00,0.00,0.14,=,=,0.22,0.00,0.20,=,=,15.00,12.00,5.00,0.00,0.00,0.20,0.33,0.60,=,=,1.70,2.00,2.40,=,=,9.00,11.00,0.33,0.27,2.00,1.90,Colorado Reproductive Endocrinology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,ROCKY MOUNTAIN CENTER FOR REPRODUCTIVE MEDICINE,,FORT COLLINS,COLORADO,100%,0%,0%,0%,95%,0%,0%,0%,0%,4%,11%,14%,8%,0%,19%,0%,18%,8%,0.18,"Kevin E. Bachus, MD",30.00,6.00,5.00,0.00,1.00,47.40,0.36,0.08,=,0.00,66.70,0.50,0.20,=,0.00,43.30,0.33,0.20,=,0.00,(25.5Ð62.6),,,,,44.80,0.33,0.25,=,0.00,46.40,0.33,0.25,=,0.00,21.40,0.17,0.25,=,0.00,3.30,0.00,0.20,=,0.00,2.00,2.30,3.00,=,3.00,40.00,0.67,0.00,=,=,0.00,0.00,0.00,=,=,0.54,0.50,0.00,=,=,10.00,7.00,1.00,0.00,0.00,0.10,0.00,0.00,=,=,1.80,1.70,2.00,=,=,8.00,4.00,0.75,0.50,2.30,2.00,Rocky Mountain Center for Reproductive Medicine,Yes,No,Yes,No,Yes,Yes,Yes,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,CONCEPTIONS REPRODUCTIVE ASSOCIATES,,LITTLETON,COLORADO,100%,0%,0%,0%,97%,0%,1%,6%,7%,4%,7%,17%,<1%,<1%,17%,6%,9%,9%,0.30,"Mark R. Bush, MD",121.00,50.00,47.00,17.00,2.00,55.30,45.70,23.40,26.90,0.00,64.50,58.00,36.20,0.47,0.00,54.50,52.00,25.50,0.29,0.00,(45.2Ð63.6),(37.4Ð66.3),(13.9Ð40.3),,,55.50,52.00,27.30,0.29,0.00,63.50,61.90,32.40,0.42,0.00,32.70,45.20,24.30,0.33,0.00,1.70,0.00,6.40,0.00,0.00,1.90,1.90,2.10,2.20,2.00,46.20,27.60,0.18,0.13,=,1.30,0.00,0.00,0.00,=,48.50,26.90,0.25,0.20,=,48.00,16.00,27.00,4.00,1.00,43.80,0.25,37.00,0.25,0.00,2.00,1.90,1.90,1.80,2.00,50.00,17.00,68.00,0.29,1.80,2.00,Conceptions Reproductive Associates,Yes,No,Yes,Yes,Yes,Yes,Yes,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,COLORADO CENTER FOR REPRODUCTIVE MEDICINE,,LONE TREE,COLORADO,100%,0%,0%,0%,89%,<1%,3%,2%,4%,2%,3%,29%,3%,3%,11%,8%,19%,12%,0.10,"William B. Schoolcraft, MD",171.00,109.00,105.00,48.00,35.00,55.30,45.50,29.30,13.00,7.40,74.90,73.40,64.80,39.60,28.60,68.40,65.10,49.50,22.90,14.30,(60.9Ð75.3),(55.4Ð74.0),(39.6Ð59.5),(12.0Ð37.3),(4.8Ð30.3),69.20,66.40,51.00,24.40,14.70,69.20,67.00,52.00,24.40,14.70,38.50,48.10,39.00,17.80,8.80,1.20,1.80,2.90,6.30,2.90,2.00,2.20,2.70,3.10,4.40,41.40,33.80,23.50,0.21,0.20,3.90,1.30,4.40,0.00,0.00,44.40,28.20,25.00,0.27,0.40,162.00,136.00,152.00,72.00,37.00,66.00,64.70,56.60,43.10,21.60,2.00,1.90,1.80,2.00,2.30,157.00,120.00,76.40,53.30,1.90,1.90,Colorado Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"ROCKY MOUNTAIN FERTILITY CENTER, PC",,PARKER,COLORADO,100%,0%,0%,0%,77%,0%,0%,0%,0%,14%,0%,22%,7%,1%,10%,1%,8%,18%,0.20,"Deborah L. Smith, MD",38.00,12.00,5.00,1.00,0.00,35.50,38.70,0.36,0.20,=,50.00,0.50,0.80,1.00,=,44.70,0.33,0.80,1.00,=,(28.6Ð61.7),,,,,51.50,0.33,0.80,1.00,=,53.10,0.33,0.80,1.00,=,28.10,0.08,0.60,1.00,=,13.20,0.00,0.00,0.00,=,2.40,2.60,2.80,5.00,=,0.47,0.33,0.25,0.00,=,0.00,0.33,0.00,0.00,=,0.47,0.75,0.25,0.00,=,7.00,1.00,1.00,0.00,0.00,0.29,0.00,0.00,=,=,2.60,3.00,2.00,=,=,4.00,2.00,0.50,0.00,2.00,1.50,"Rocky Mountain Fertility Center, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,CONNECTICUT FERTILITY ASSOCIATES,,BRIDGEPORT,CONNECTICUT,100%,0%,0%,0%,44%,0%,5%,10%,6%,5%,3%,24%,4%,2%,9%,38%,8%,6%,0.02,"Michael B. Doyle, MD",47.00,43.00,38.00,9.00,8.00,19.10,15.80,5.20,0.00,4.80,40.40,27.90,13.20,0.00,0.13,34.00,25.60,7.90,0.00,0.13,(20.9Ð49.3),(13.5Ð41.2),(1.7Ð21.4),,,37.20,26.20,8.60,0.00,0.13,37.20,27.50,9.40,0.00,0.14,25.60,15.00,6.30,0.00,0.14,8.50,2.30,7.90,0.22,0.00,2.60,2.50,3.00,4.30,3.00,0.26,0.42,0.20,=,0.00,0.00,0.00,0.00,=,0.00,0.31,0.45,0.33,=,0.00,15.00,12.00,14.00,8.00,1.00,0.60,0.33,0.14,0.38,1.00,2.80,2.30,2.60,2.30,2.00,96.00,78.00,66.70,29.50,2.10,2.30,Connecticut Fertility Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,THE CENTER FOR ADVANCED REPRODUCTIVE SERVICES AT THE UNIVERSITY OF CONNECTICUT HEALTH CENTER,,FARMINGTON,CONNECTICUT,100%,0%,0%,0%,74%,0%,<1%,3%,10%,7%,6%,3%,5%,1%,15%,13%,15%,17%,0.17,"John C. Nulsen, MD",405.00,219.00,213.00,102.00,57.00,42.80,35.00,21.70,15.70,7.60,51.40,42.50,35.70,30.40,12.30,45.90,35.60,26.30,22.50,7.00,(41.0Ð50.9),(29.3Ð42.3),(20.5Ð32.7),(14.9Ð31.9),(1.9Ð17.0),50.00,40.80,32.40,27.70,11.10,53.10,44.80,35.40,29.90,13.30,37.40,31.00,28.50,19.50,6.70,8.10,12.80,18.80,18.60,36.80,1.80,2.00,2.70,3.30,4.00,29.80,28.00,27.60,25.80,0.29,1.00,3.20,3.90,3.20,0.00,29.60,30.80,19.60,34.80,0.50,80.00,57.00,52.00,6.00,2.00,47.50,40.40,44.20,0.33,0.50,1.80,1.60,2.10,1.30,2.50,30.00,33.00,60.00,39.40,1.90,1.70,The Center for Advanced Reproductive Services at the University of Connecticut Health Center,Yes,No,Yes,Yes,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"GREENWICH FERTILITY AND IVF CENTER, PC",,GREENWICH,CONNECTICUT,100%,0%,0%,0%,34%,0%,0%,3%,5%,7%,5%,21%,2%,2%,16%,6%,30%,4%,0.08,"Barry R. Witt, MD",41.00,18.00,35.00,9.00,10.00,50.00,42.40,21.30,0.00,13.60,73.20,0.50,40.00,0.11,0.20,68.30,0.44,37.10,0.00,0.20,(51.9Ð81.9),,(21.5Ð55.1),,,68.30,0.53,43.30,0.00,0.33,70.00,0.53,43.30,0.00,0.33,50.00,0.27,33.30,0.00,0.17,0.00,0.17,14.30,0.11,0.40,1.90,2.20,2.50,2.90,3.70,33.30,0.56,0.21,0.00,0.50,0.00,0.00,0.00,0.00,0.00,28.60,0.50,0.23,=,0.50,5.00,1.00,2.00,0.00,1.00,0.40,1.00,0.00,=,0.00,1.80,2.00,2.50,=,5.00,0.00,0.00,=,=,=,,"Greenwich Fertility and IVF Center, PC",No,No,Yes,No,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,YALE FERTILITY CENTER,,NEW HAVEN,CONNECTICUT,100%,0%,0%,0%,57%,0%,2%,4%,2%,10%,3%,8%,6%,2%,14%,27%,13%,8%,0.10,"Pasquale Patrizio, MD",176.00,114.00,105.00,49.00,24.00,36.70,24.80,10.10,11.80,4.50,49.40,39.50,15.20,18.40,8.30,44.30,31.60,11.40,14.30,0.00,(36.8Ð52.0),(23.2Ð40.9),(6.0Ð19.1),(5.9Ð27.2),(0.0Ð14.2),47.00,36.00,15.20,25.00,0.00,50.00,38.30,17.60,28.00,0.00,27.60,28.70,14.70,28.00,0.00,5.70,12.30,24.80,42.90,54.20,2.30,2.30,2.50,2.70,2.20,39.10,17.80,0.06,0.00,0.00,8.00,2.20,0.06,0.00,0.00,44.90,25.00,0.17,0.00,=,27.00,9.00,8.00,2.00,0.00,22.20,0.11,0.38,0.00,=,2.10,2.20,2.10,2.00,=,42.00,11.00,54.80,0.45,2.10,2.70,Yale Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,REPRODUCTIVE MEDICINE ASSOCIATES OF CONNECTICUT,,NORWALK,CONNECTICUT,100%,0%,0%,0%,66%,0%,1%,5%,6%,5%,14%,10%,2%,3%,13%,9%,22%,9%,0.12,"Mark P. Leondires, MD",197.00,131.00,150.00,51.00,25.00,46.60,29.60,15.20,9.00,2.00,58.90,42.00,29.30,13.70,4.00,53.30,34.40,19.30,11.80,0.00,(46.1Ð60.4),(26.3Ð43.1),(13.3Ð26.6),(4.4Ð23.9),(0.0Ð13.7),57.40,39.50,25.40,19.40,0.00,58.00,40.90,28.40,20.70,0.00,39.80,26.40,25.50,20.70,0.00,7.10,13.00,24.00,39.20,32.00,1.90,2.40,3.00,4.20,3.50,37.90,34.50,4.50,0.57,0.00,3.40,5.50,6.80,0.00,0.00,31.40,35.60,10.30,0.00,=,36.00,18.00,16.00,2.00,2.00,61.10,0.56,0.31,0.00,0.50,2.10,2.30,2.60,3.50,1.00,34.00,24.00,64.70,33.30,1.90,2.10,Reproductive Medicine Associates of Connecticut,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,NEW ENGLAND FERTILITY INSTITUTE,,STAMFORD,CONNECTICUT,100%,0%,0%,0%,80%,<1%,6%,6%,5%,4%,3%,29%,<1%,2%,18%,18%,18%,3%,0.05,"Gad Lavy, MD",62.00,31.00,50.00,29.00,15.00,31.30,19.70,16.30,12.90,5.10,53.20,35.50,36.00,24.10,0.07,40.30,35.50,18.00,20.70,0.07,(28.1Ð53.6),(19.2Ð54.6),(8.6Ð31.4),(8.0Ð39.7),,41.00,35.50,19.60,24.00,0.07,43.10,36.70,20.90,24.00,0.07,31.00,33.30,18.60,20.00,0.07,1.60,0.00,8.00,13.80,0.07,2.20,2.40,2.90,2.80,2.80,21.20,0.09,0.11,0.29,1.00,9.10,0.09,0.00,0.00,0.00,28.00,0.09,0.11,0.17,0.00,33.00,13.00,18.00,8.00,3.00,27.30,0.31,0.11,0.00,0.00,2.20,2.50,2.70,3.10,2.70,56.00,57.00,46.40,31.60,2.00,2.40,New England Fertility Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,THE STAMFORD HOSPITAL,,STAMFORD,CONNECTICUT,100%,0%,0%,0%,32%,5%,0%,0%,0%,22%,19%,0%,4%,4%,7%,4%,19%,15%,0.07,"Frances W. Ginsburg, MD",11.00,5.00,4.00,1.00,1.00,0.08,0.00,0.00,=,=,0.18,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,,,,,,1 / 8,0.00,0.00,=,=,0.17,0.00,0.00,=,=,0.17,0.00,0.00,=,=,0.27,0.40,0.00,1.00,1.00,2.20,2.50,2.80,=,=,0.00,=,=,=,=,0.00,=,=,=,=,0.00,=,=,=,=,0.00,4.00,1.00,0.00,0.00,=,0.25,0.00,=,=,=,2.00,3.00,=,=,0.00,0.00,=,=,=,,The Stamford Hospital,No,No,Yes,No,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,WOMEN'S FERTILITY CENTER,DR. NORA R. MILLER,STAMFORD,CONNECTICUT,100%,0%,0%,0%,86%,0%,0%,0%,0%,17%,2%,13%,4%,0%,28%,4%,13%,2%,0.17,"Nora Miller, MD, PhD",8.00,13.00,10.00,3.00,2.00,0.24,20.80,20.00,0.10,0.00,0.25,0.31,0.30,0.33,0.00,0.25,0.31,0.10,0.33,0.00,,,,,,2 / 8,0.33,0.13,0.33,0.00,0.25,0.36,0.13,0.33,0.00,0.00,0.27,0.13,0.33,0.00,0.00,0.08,0.20,0.00,0.00,2.10,2.20,2.50,3.30,3.00,1.00,0.25,0.33,0.00,=,0.00,0.00,0.00,0.00,=,1.00,0.25,0.00,0.00,=,2.00,4.00,2.00,1.00,0.00,0.00,0.00,0.50,1.00,=,2.00,1.00,2.00,2.00,=,0.00,2.00,=,0.00,=,1.50,"Women's Fertility Center, Dr. Nora R. Miller",No,No,Yes,No,Yes,No,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
